entry,year,tobacco_prod
RO,1994,12993
RO,1993,10503
RO,1992,7574
RO,1991,13919
RO,1990,14200
RO,1989,27500
RO,1988,35800
RO,1987,33100
RO,1986,32100
RO,1985,26100
RO,1984,37100
RO,1983,24700
RO,1982,32900
RO,1981,27900
RO,1980,37300
RO,1979,39200
RO,1978,41e3
RO,1977,47e3
RO,1976,64e3
RO,1975,39800
RO,1974,38900
RO,1973,38e3
RO,1972,37900
RO,1971,30400
RO,1970,22516
RO,1969,23755
RO,1968,32533
RO,1967,34600
RO,1966,40200
RO,1965,34486
RO,1964,41700
RO,1963,39900
RO,1962,25600
RO,1961,17800
RU,2015,0
RU,2014,0
RU,2013,2
RU,2012,5
RU,2011,4
RU,2010,3
RU,2009,3
RU,2008,3
RU,2007,10
RU,2006,10
RU,2005,80
RU,2004,140
RU,2003,80
RU,2002,260
RU,2001,770
RU,2000,1440
RU,1999,1530
RU,1998,520
RU,1997,550
RU,1996,580
RU,1995,740
RU,1994,1930
RU,1993,3500
RU,1992,2020
RW,2016,5165
RW,2015,5134
RW,2014,5106
RW,2013,4659
RW,2012,5e3
RW,2011,5404
RW,2010,5377
RW,2009,5015
RW,2008,4653
RW,2007,4295
RW,2006,4e3
RW,2005,3873
RW,2004,3800
RW,2003,3872
RW,2002,3900
RW,2001,3857
RW,2000,3800
RW,1999,3730
RW,1998,3700
RW,1997,3721
RW,1996,3753
RW,1995,3767
RW,1994,3743
RW,1993,3600
RW,1992,3535
RW,1991,3500
RW,1990,3400
RW,1989,3300
RW,1988,3200
RW,1987,3100
RW,1986,3e3
RW,1985,3e3
RW,1984,2600
RW,1983,2500
RW,1982,2400
RW,1981,2300
RW,1980,2200
RW,1979,2200
RW,1978,2e3
RW,1977,1800
RW,1976,1600
RW,1975,1500
RW,1974,1e3
RW,1973,900
RW,1972,800
RW,1971,800
RW,1970,800
RW,1969,900
RW,1968,800
RW,1967,830
RW,1966,680
RW,1965,700
RW,1964,700
RW,1963,700
RW,1962,880
RW,1961,747
VC,2016,102
VC,2015,101
VC,2014,103
VC,2013,98
VC,2012,90
VC,2011,98
VC,2010,98
VC,2009,100
VC,2008,90
VC,2007,110
VC,2006,110
VC,2005,100
VC,2004,95
VC,2003,90
VC,2002,84
VC,2001,80
VC,2000,75
VC,1999,70
VC,1998,85
VC,1997,85
VC,1996,85
VC,1995,60
VC,1994,65
VC,1993,65
VC,1992,70
VC,1991,60
VC,1990,40
VC,1989,41
VC,1988,57
VC,1987,76
VC,1986,66
VC,1985,73
VC,1984,83
VC,1983,75
VC,1982,100
VC,1981,99
VC,1980,86
VC,1979,73
VC,1978,38
VC,1977,14
VC,1976,1
WS,2016,234
WS,2015,226
WS,2014,212
WS,2013,210
WS,2012,210
WS,2011,207
WS,2010,207
WS,2009,187
WS,2008,177
WS,2007,160
WS,2006,147
WS,2005,147
WS,2004,146
WS,2003,145
WS,2002,144
WS,2001,141
WS,2000,140
WS,1999,139
WS,1998,140
WS,1997,139
WS,1996,142
WS,1995,142
WS,1994,140
WS,1993,135
WS,1992,122
WS,1991,140
WS,1990,145
WS,1989,150
WS,1988,150
WS,1987,150
WS,1986,150
WS,1985,150
WS,1984,150
WS,1983,150
WS,1982,150
WS,1981,150
WS,1980,150
WS,1979,150
WS,1978,150
WS,1977,150
WS,1976,150
WS,1975,145
WS,1974,130
WS,1973,115
WS,1972,102
WS,1971,90
WS,1970,80
WS,1969,67
WS,1968,55
WS,1967,44
WS,1966,33
WS,1965,22
WS,1964,11
WS,1963,1
WS,1962,2
WS,1961,2
SN,1992,0
SN,1991,0
SN,1990,0
SN,1978,2
SN,1977,19
SN,1976,16
SN,1975,1
SN,1974,140
SN,1973,124
SN,1972,25
SN,1969,120
RS,2016,7810
RS,2015,8776
RS,2014,9341
RS,2013,7977
RS,2012,6842
RS,2011,10437
RS,2010,10440
RS,2009,9847
RS,2008,10839
RS,2007,11136
RS,2006,10808
SL,2016,45
SL,2015,46
SL,2014,43
SL,2013,48
SL,2012,45
SL,2011,40
SL,2010,37
SL,2009,35
SL,2008,34
SL,2007,33
SL,2006,32
SL,2005,30
SL,2004,27
SL,2003,25
SL,2002,24
SL,2001,23
SL,2000,20
SL,1999,40
SL,1998,109
SL,1997,200
SL,1996,436
SL,1995,650
SL,1994,700
SL,1993,670
SL,1992,660
SL,1991,650
SL,1990,650
SL,1989,650
SL,1988,650
SL,1987,650
SL,1986,600
SL,1985,500
SL,1984,500
SL,1983,500
SL,1982,500
SL,1981,500
SL,1980,500
SL,1979,559
SL,1978,725
SL,1977,425
SL,1976,307
SL,1975,95
SG,2016,0
SG,2015,0
SG,2014,0
SG,2013,0
SG,2012,0
SG,2011,0
SG,2010,0
SG,2009,0
SG,2008,0
SG,2007,0
SG,2006,0
SG,2005,0
SG,2004,0
SG,2003,0
SG,2002,0
SG,2001,0
SG,2000,0
SG,1999,0
SG,1998,0
SG,1997,0
SG,1996,2
SG,1995,5
SG,1994,5
SG,1993,10
SG,1992,11
SG,1991,12
SG,1990,13
SG,1989,10
SG,1988,10
SG,1987,12
SG,1986,10
SG,1985,16
SG,1984,10
SG,1983,34
SG,1982,88
SG,1981,133
SG,1980,402
SG,1979,478
SG,1978,596
SG,1977,576
SG,1976,407
SG,1975,311
SG,1974,376
SG,1973,417
SG,1972,317
SG,1971,500
SG,1970,490
SG,1969,342
SG,1968,508
SG,1967,398
SG,1966,468
SG,1965,498
SG,1964,382
SG,1963,354
SG,1962,425
SG,1961,505
SK,2016,5
SK,2015,13
SK,2014,3
SK,2013,4
SK,2012,15
SK,2011,14
SK,2010,1
SK,2009,2
SK,2008,1
SK,2007,390
SK,2006,668
SK,2005,1038
SK,2004,1298
SK,2003,1932
SK,2002,2020
SK,2001,1987
SK,2000,1870
SK,1999,1289
SK,1998,1487
SK,1997,994
SK,1996,1106
SK,1995,8700
SK,1994,14e3
SK,1993,13400
SB,2016,113
SB,2015,112
SB,2014,111
SB,2013,110
SB,2012,109
SB,2011,107
SB,2010,113
SB,2009,110
SB,2008,102
SB,2007,102
SB,2006,102
SB,2005,85
SB,2004,85
SB,2003,85
SB,2002,85
SB,2001,85
SB,2000,85
SB,1999,85
SB,1998,85
SB,1997,85
SB,1996,85
SB,1995,85
SB,1994,85
SB,1993,85
SB,1992,85
SB,1991,85
SB,1990,85
SB,1989,92
SB,1988,92
SB,1987,90
SB,1986,90
SB,1985,92
SB,1984,90
SB,1983,90
SB,1982,90
SB,1981,88
SB,1980,86
SB,1979,84
SB,1978,82
SB,1977,80
SB,1976,78
SB,1975,76
SB,1974,74
SB,1973,70
SB,1972,70
SB,1971,70
SB,1970,70
SB,1969,70
SB,1968,67
SB,1967,65
SB,1966,60
SB,1965,60
SB,1964,55
SB,1963,55
SB,1962,50
SB,1961,50
SO,2016,140
SO,2015,143
SO,2014,139
SO,2013,140
SO,2012,140
SO,2011,134
SO,2010,133
SO,2009,127
SO,2008,121
SO,2007,114
SO,2006,106
SO,2005,101
SO,2004,96
SO,2003,100
SO,2002,110
SO,2001,105
SO,2000,100
SO,1999,88
SO,1998,80
SO,1997,83
SO,1996,88
SO,1995,94
SO,1994,100
SO,1993,80
SO,1992,20
SO,1991,19
SO,1990,128
SO,1989,120
SO,1988,120
SO,1987,120
SO,1986,120
SO,1985,120
SO,1984,120
SO,1983,118
SO,1982,115
SO,1981,112
SO,1980,110
SO,1979,110
SO,1978,100
SO,1977,100
SO,1976,100
SO,1975,90
SO,1974,90
SO,1973,90
SO,1972,90
SO,1971,80
SO,1970,80
SO,1969,80
SO,1968,80
SO,1967,80
SO,1966,80
SO,1965,80
SO,1964,20
SO,1963,106
SO,1962,70
SO,1961,42
ZA,2016,14700
ZA,2015,14380
ZA,2014,12876
ZA,2013,15200
ZA,2012,17010
ZA,2011,15e3
ZA,2010,12300
ZA,2009,9565
ZA,2008,9041
ZA,2007,12810
ZA,2006,14850
ZA,2005,23550
ZA,2004,25200
ZA,2003,37400
ZA,2002,33020
ZA,2001,33990
ZA,2000,29700
ZA,1999,30100
ZA,1998,31490
ZA,1997,26420
ZA,1996,21520
ZA,1995,20570
ZA,1994,19460
ZA,1993,30390
ZA,1992,34980
ZA,1991,30290
ZA,1990,27400
ZA,1989,36900
ZA,1988,29500
ZA,1987,27200
ZA,1986,32200
ZA,1985,37300
ZA,1984,35500
ZA,1983,38690
ZA,1982,34230
ZA,1981,27737
ZA,1980,34600
ZA,1979,47707
ZA,1978,43970
ZA,1977,40530
ZA,1976,32100
ZA,1975,27500
ZA,1974,33700
ZA,1973,29200
ZA,1972,31e3
ZA,1971,32400
ZA,1970,34400
ZA,1969,37800
ZA,1968,38150
ZA,1967,27200
ZA,1966,22100
ZA,1965,27400
ZA,1964,31200
ZA,1963,28200
ZA,1962,24400
ZA,1961,26200
ES,2016,29434
ES,2015,29534
ES,2014,29140
ES,2013,31330
ES,2012,33200
ES,2011,33692
ES,2010,33410
ES,2009,34827
ES,2008,31127
ES,2007,29248
ES,2006,32563
ES,2005,40251
ES,2004,40596
ES,2003,40192
ES,2002,41525
ES,2001,40710
ES,2000,42908
ES,1999,40395
ES,1998,43658
ES,1997,46085
ES,1996,44396
ES,1995,42915
ES,1994,44032
ES,1993,44800
ES,1992,45052
ES,1991,49138
ES,1990,43178
ES,1989,55100
ES,1988,33700
ES,1987,31900
ES,1986,37700
ES,1985,42200
ES,1984,43218
ES,1983,43150
ES,1982,42200
ES,1981,43500
ES,1980,36800
ES,1979,34927
ES,1978,29900
ES,1977,21600
ES,1976,29100
ES,1975,25900
ES,1974,23400
ES,1973,25700
ES,1972,27100
ES,1971,26600
ES,1970,26100
ES,1969,19500
ES,1968,26400
ES,1967,31200
ES,1966,21500
ES,1965,34300
ES,1964,27800
ES,1963,27239
ES,1962,31536
ES,1961,36660
LK,2016,3189
LK,2015,2965
LK,2014,3322
LK,2013,5040
LK,2012,3620
LK,2011,3470
LK,2010,4200
LK,2009,3810
LK,2008,3770
LK,2007,4150
LK,2006,3710
LK,2005,4210
LK,2004,4390
LK,2003,3810
LK,2002,3820
LK,2001,4520
LK,2000,5400
LK,1999,6010
LK,1998,9044
LK,1997,9990
LK,1996,10720
LK,1995,11383
LK,1994,12241
LK,1993,11696
LK,1992,9252
LK,1991,9120
LK,1990,10335
LK,1989,11e3
LK,1988,12880
LK,1987,11989
LK,1986,15086
LK,1985,15300
LK,1984,15300
LK,1983,14500
LK,1982,16670
LK,1981,15200
LK,1980,18602
LK,1979,11e3
LK,1978,7500
LK,1977,6500
LK,1976,6579
LK,1975,5633
LK,1974,9200
LK,1973,9200
LK,1972,9e3
LK,1971,9e3
LK,1970,8600
LK,1969,8100
LK,1968,7607
LK,1967,6804
LK,1966,5216
LK,1965,4600
LK,1964,4300
LK,1963,3500
LK,1962,2700
LK,1961,2966
SZ,2016,165
SZ,2015,158
SZ,2014,151
SZ,2013,144
SZ,2012,138
SZ,2011,131
SZ,2010,124
SZ,2009,117
SZ,2008,111
SZ,2007,104
SZ,2006,97
SZ,2005,91
SZ,2004,84
SZ,2003,75
SZ,2002,73
SZ,2001,75
SZ,2000,71
SZ,1999,50
SZ,1998,18
SZ,1997,16
SZ,1996,10
SZ,1995,33
SZ,1994,32
SZ,1993,32
SZ,1992,35
SZ,1991,40
SZ,1990,23
SZ,1989,24
SZ,1988,63
SZ,1987,90
SZ,1986,90
SZ,1985,53
SZ,1984,62
SZ,1983,157
SZ,1982,200
SZ,1981,199
SZ,1980,310
SZ,1979,198
SZ,1978,655
SZ,1977,438
SZ,1976,441
SZ,1975,425
SZ,1974,254
SZ,1973,375
SZ,1972,372
SZ,1971,273
SZ,1970,276
SZ,1969,218
SZ,1968,200
SZ,1967,163
SZ,1966,145
SZ,1965,109
SZ,1964,273
SZ,1963,230
SZ,1962,288
SZ,1961,198
SE,1992,0
SE,1991,0
SE,1990,0
SE,1964,108
SE,1963,115
SE,1962,84
SE,1961,95
CH,2016,1013
CH,2015,1033
CH,2014,997
CH,2013,1051
CH,2012,1071
CH,2011,1238
CH,2010,1183
CH,2009,953
CH,2008,1201
CH,2007,870
CH,2006,1176
CH,2005,1527
CH,2004,1320
CH,2003,1584
CH,2002,1462
CH,2001,1343
CH,2000,1182
CH,1999,1103
CH,1998,1506
CH,1997,1040
CH,1996,1659
CH,1995,1594
CH,1994,1318
CH,1993,1437
CH,1992,1173
CH,1991,1365
CH,1990,1106
CH,1989,1571
CH,1988,1530
CH,1987,1305
CH,1986,1747
CH,1985,1496
CH,1984,1759
CH,1983,1700
CH,1982,1554
CH,1981,1746
CH,1980,1261
CH,1979,1777
CH,1978,1455
CH,1977,1166
CH,1976,1982
CH,1975,1568
CH,1974,1805
CH,1973,1711
CH,1972,1852
CH,1971,1789
CH,1970,1955
CH,1969,2e3
CH,1968,1881
CH,1967,2089
CH,1966,1781
CH,1965,1561
CH,1964,1923
CH,1963,1749
CH,1962,1866
CH,1961,1783
SY,2016,12393
SY,2015,13994
SY,2014,14731
SY,2013,15817
SY,2012,15620
SY,2011,17059
SY,2010,20150
SY,2009,19881
SY,2008,20580
SY,2007,24066
SY,2006,24900
SY,2005,28870
SY,2004,25942
SY,2003,26209
SY,2002,27700
SY,2001,28802
SY,2000,26112
SY,1999,24700
SY,1998,21700
SY,1997,16800
SY,1996,18100
SY,1995,23361
SY,1994,14300
SY,1993,15e3
SY,1992,23575
SY,1991,16200
SY,1990,13100
SY,1989,13e3
SY,1988,15400
SY,1987,16800
SY,1986,16603
SY,1985,13900
SY,1984,13300
SY,1983,14400
SY,1982,13695
SY,1981,12499
SY,1980,13758
SY,1979,11623
SY,1978,13091
SY,1977,11541
SY,1976,12031
SY,1975,11995
SY,1974,10124
SY,1973,10939
SY,1972,11594
SY,1971,7450
SY,1970,6674
SY,1969,8851
SY,1968,8406
SY,1967,5996
SY,1966,9747
SY,1965,11979
SY,1964,11320
SY,1963,700
SY,1962,6645
SY,1961,7176
TJ,2016,179
TJ,2015,253
TJ,2014,550
TJ,2013,1119
TJ,2012,897
TJ,2011,704
TJ,2010,497
TJ,2009,235
TJ,2008,189
TJ,2007,516
TJ,2006,1301
TJ,2005,1609
TJ,2004,2675
TJ,2003,744
TJ,2002,4081
TJ,2001,4059
TJ,2000,7186
TJ,1999,6873
TJ,1998,10057
TJ,1997,6371
TJ,1996,2865
TJ,1995,6300
TJ,1994,9773
TJ,1993,11500
TJ,1992,9640
TH,2016,60826
TH,2015,61086
TH,2014,79618
TH,2013,71586
TH,2012,68109
TH,2011,67900
TH,2010,59540
TH,2009,62449
TH,2008,61930
TH,2007,58562
TH,2006,65835
TH,2005,71953
TH,2004,68249
TH,2003,75290
TH,2002,77693
TH,2001,74076
TH,2000,60624
TH,1999,79300
TH,1998,74300
TH,1997,72400
TH,1996,59800
TH,1995,48800
TH,1994,50800
TH,1993,93600
TH,1992,93600
TH,1991,85400
TH,1990,69469
TH,1989,60245
TH,1988,54228
TH,1987,67e3
TH,1986,85e3
TH,1985,9e4
TH,1984,9e4
TH,1983,93e3
TH,1982,86020
TH,1981,75230
TH,1980,84272
TH,1979,73325
TH,1978,83350
TH,1977,76752
TH,1976,67672
TH,1975,62765
TH,1974,56e3
TH,1973,45400
TH,1972,51300
TH,1971,49e3
TH,1970,93e3
TH,1969,90300
TH,1968,85300
TH,1967,78e3
TH,1966,88e3
TH,1965,35650
TH,1964,30900
TH,1963,3e4
TH,1962,29e3
TH,1961,29e3
MK,2016,25443
MK,2015,24237
MK,2014,27578
MK,2013,27859
MK,2012,27333
MK,2011,26537
MK,2010,30280
MK,2009,24122
MK,2008,17087
MK,2007,22056
MK,2006,25036
MK,2005,27691
MK,2004,21140
MK,2003,21592
MK,2002,22044
MK,2001,23200
MK,2000,22175
MK,1999,29368
MK,1998,31676
MK,1997,23308
MK,1996,15412
MK,1995,15683
MK,1994,18862
MK,1993,24002
MK,1992,26502
TL,1992,0
TL,1991,0
TL,1990,0
TL,1976,0
TL,1974,70
TL,1973,35
TL,1972,37
TL,1971,109
TL,1970,91
TL,1969,77
TL,1968,52
TL,1967,50
TL,1966,50
TL,1965,50
TL,1964,50
TL,1963,50
TL,1962,50
TL,1961,50
TG,2016,1910
TG,2015,1901
TG,2014,1893
TG,2013,1884
TG,2012,1876
TG,2011,1869
TG,2010,1864
TG,2009,1856
TG,2008,1860
TG,2007,1850
TG,2006,1837
TG,2005,1825
TG,2004,1809
TG,2003,1800
TG,2002,1800
TG,2001,1800
TG,2000,1800
TG,1999,1800
TG,1998,1800
TG,1997,1819
TG,1996,1838
TG,1995,1886
TG,1994,1914
TG,1993,1943
TG,1992,1969
TG,1991,2e3
TG,1990,2e3
TG,1989,2e3
TG,1988,2e3
TG,1987,2e3
TG,1986,2e3
TG,1985,2e3
TG,1984,2e3
TG,1983,2e3
TG,1982,2e3
TG,1981,2e3
TG,1980,2e3
TG,1979,2e3
TG,1978,2e3
TG,1977,2e3
TG,1976,2e3
TG,1975,2e3
TG,1974,2e3
TG,1973,2e3
TG,1972,2e3
TG,1971,2e3
TG,1970,2e3
TG,1969,2e3
TG,1968,2e3
TG,1967,2e3
TG,1966,2e3
TG,1965,2e3
TG,1964,2e3
TG,1963,2e3
TG,1962,2e3
TG,1961,2e3
TT,2016,212
TT,2015,211
TT,2014,216
TT,2013,202
TT,2012,200
TT,2011,218
TT,2010,228
TT,2009,240
TT,2008,225
TT,2007,225
TT,2006,255
TT,2005,200
TT,2004,180
TT,2003,165
TT,2002,150
TT,2001,120
TT,2000,90
TT,1999,60
TT,1998,49
TT,1997,33
TT,1996,38
TT,1995,32
TT,1994,31
TT,1993,74
TT,1992,82
TT,1991,91
TT,1990,101
TT,1989,71
TT,1988,78
TT,1987,67
TT,1986,71
TT,1985,44
TT,1984,61
TT,1983,41
TT,1982,52
TT,1981,43
TT,1980,14
TT,1979,119
TT,1978,120
TT,1977,88
TT,1976,148
TT,1975,286
TT,1974,312
TT,1973,332
TT,1972,251
TT,1971,215
TT,1970,245
TT,1969,229
TT,1968,206
TT,1967,116
TT,1966,68
TT,1965,47
TT,1964,44
TT,1963,49
TT,1962,40
TT,1961,40
TN,2016,3144
TN,2015,1241
TN,2014,1444
TN,2013,1400
TN,2012,1100
TN,2011,1360
TN,2010,1600
TN,2009,1600
TN,2008,2546
TN,2007,2582
TN,2006,3970
TN,2005,3048
TN,2004,1985
TN,2003,1978
TN,2002,2800
TN,2001,3121
TN,2000,3436
TN,1999,2800
TN,1998,3800
TN,1997,3300
TN,1996,2700
TN,1995,4e3
TN,1994,3580
TN,1993,5200
TN,1992,5210
TN,1991,5800
TN,1990,6800
TN,1989,5500
TN,1988,5e3
TN,1987,5400
TN,1986,4500
TN,1985,3950
TN,1984,3350
TN,1983,4400
TN,1982,5500
TN,1981,5860
TN,1980,4100
TN,1979,4400
TN,1978,4700
TN,1977,4400
TN,1976,4246
TN,1975,3280
TN,1974,2160
TN,1973,1668
TN,1972,1490
TN,1971,2038
TN,1970,2610
TN,1969,2680
TN,1968,2750
TN,1967,2330
TN,1966,2180
TN,1965,1752
TN,1964,1560
TN,1963,928
TN,1962,616
TN,1961,978
TR,2016,7e4
TR,2015,75e3
TR,2014,74696
TR,2013,93158
TR,2012,73285
TR,2011,45435
TR,2010,53018
TR,2009,81053
TR,2008,93403
TR,2007,74584
TR,2006,98137
TR,2005,135247
TR,2004,133913
TR,2003,112158
TR,2002,152856
TR,2001,144786
TR,2000,200280
TR,1999,243468
TR,1998,250556
TR,1997,286414
TR,1996,225216
TR,1995,204440
TR,1994,186954
TR,1993,338796
TR,1992,334276
TR,1991,240881
TR,1990,296008
TR,1989,269888
TR,1988,219063
TR,1987,184712
TR,1986,158480
TR,1985,170491
TR,1984,177529
TR,1983,233843
TR,1982,207735
TR,1981,168024
TR,1980,228349
TR,1979,216585
TR,1978,292563
TR,1977,247952
TR,1976,323963
TR,1975,199935
TR,1974,203487
TR,1973,149120
TR,1972,179799
TR,1971,173861
TR,1970,149861
TR,1969,146592
TR,1968,163038
TR,1967,189259
TR,1966,164197
TR,1965,132374
TR,1964,193668
TR,1963,132183
TR,1962,89793
TR,1961,101407
TM,2016,3246
TM,2015,3228
TM,2014,3209
TM,2013,3190
TM,2012,3172
TM,2011,3211
TM,2010,3117
TM,2009,3e3
TM,2008,3e3
TM,2007,3100
TM,2006,3500
TM,2005,3100
TM,2004,3e3
TM,2003,3e3
TM,2002,3e3
TM,2001,3220
TM,2000,3220
TM,1999,3220
TM,1998,3220
TM,1997,3220
TM,1996,2500
TM,1995,1304
TM,1994,2200
TM,1993,2500
TM,1992,2200
UG,2016,31476
UG,2015,31131
UG,2014,31770
UG,2013,31357
UG,2012,31e3
UG,2011,28444
UG,2010,27138
UG,2009,18846
UG,2008,29040
UG,2007,26383
UG,2006,15793
UG,2005,31413
UG,2004,32520
UG,2003,34250
UG,2002,36310
UG,2001,22572
UG,2000,22837
UG,1999,20864
UG,1998,11333
UG,1997,8195
UG,1996,6349
UG,1995,6851
UG,1994,6548
UG,1993,5183
UG,1992,6686
UG,1991,5140
UG,1990,3322
UG,1989,3456
UG,1988,2639
UG,1987,1214
UG,1986,949
UG,1985,1613
UG,1984,1969
UG,1983,1650
UG,1982,647
UG,1981,100
UG,1980,400
UG,1979,800
UG,1978,1400
UG,1977,2500
UG,1976,3700
UG,1975,4e3
UG,1974,3200
UG,1973,3900
UG,1972,5e3
UG,1971,4400
UG,1970,3400
UG,1969,3523
UG,1968,4572
UG,1967,3963
UG,1966,2540
UG,1965,3450
UG,1964,3860
UG,1963,2936
UG,1962,5092
UG,1961,7217
UA,2016,940
UA,2015,290
UA,2014,50
UA,2013,100
UA,2012,100
UA,2011,320
UA,2010,310
UA,2009,110
UA,2008,160
UA,2007,160
UA,2006,340
UA,2005,490
UA,2004,1100
UA,2003,1450
UA,2002,1600
UA,2001,2200
UA,2000,3e3
UA,1999,4e3
UA,1998,2500
UA,1997,2790
UA,1996,2460
UA,1995,4100
UA,1994,6e3
UA,1993,7140
UA,1992,8991
AE,2016,290
AE,2015,304
AE,2014,315
AE,2013,339
AE,2012,290
AE,2011,284
AE,2010,464
AE,2009,411
AE,2008,338
AE,2007,330
AE,2006,300
AE,2005,450
AE,2004,608
AE,2003,644
AE,2002,620
AE,2001,634
AE,2000,660
AE,1999,678
AE,1998,535
AE,1997,611
AE,1996,613
AE,1995,553
AE,1994,592
AE,1993,600
AE,1992,614
AE,1991,793
AE,1990,835
AE,1989,707
AE,1988,537
AE,1987,546
AE,1986,600
AE,1985,672
AE,1984,971
AE,1983,2301
AE,1982,1386
AE,1981,2192
AE,1980,1399
AE,1979,1445
AE,1978,1609
AE,1977,1344
AE,1976,1500
AE,1975,1600
AE,1974,1700
AE,1973,1800
AE,1972,2e3
AE,1971,2500
AE,1970,2e3
AE,1969,1800
AE,1968,1500
AE,1967,1e3
AE,1966,1e3
TZ,2016,102473
TZ,2015,98474
TZ,2014,76910
TZ,2013,86359
TZ,2012,12e4
TZ,2011,13e4
TZ,2010,60900
TZ,2009,58700
TZ,2008,50800
TZ,2007,50600
TZ,2006,52e3
TZ,2005,47e3
TZ,2004,34e3
TZ,2003,28e3
TZ,2002,27423
TZ,2001,24522
TZ,2000,26384
TZ,1999,37930
TZ,1998,50328
TZ,1997,35380
TZ,1996,28598
TZ,1995,22630
TZ,1994,25791
TZ,1993,24108
TZ,1992,23324
TZ,1991,23322
TZ,1990,16459
TZ,1989,11808
TZ,1988,11554
TZ,1987,12921
TZ,1986,16466
TZ,1985,12552
TZ,1984,13434
TZ,1983,11019
TZ,1982,13620
TZ,1981,17200
TZ,1980,16771
TZ,1979,17193
TZ,1978,17053
TZ,1977,18318
TZ,1976,18841
TZ,1975,14157
TZ,1974,18150
TZ,1973,13024
TZ,1972,13069
TZ,1971,14154
TZ,1970,11971
TZ,1969,11044
TZ,1968,11662
TZ,1967,7753
TZ,1966,5103
TZ,1965,5172
TZ,1964,3389
TZ,1963,2219
TZ,1962,1770
TZ,1961,2701
US,2016,285181
US,2015,326209
US,2014,397533
US,2013,328208
US,2012,345957
US,2011,271361
US,2010,325764
US,2009,373115
US,2008,363101
US,2007,357272
US,2006,330167
US,2005,292572
US,2004,400010
US,2003,364033
US,2002,395132
US,2001,449641
US,2000,477750
US,1999,586352
US,1998,671264
US,1997,810746
US,1996,688869
US,1995,576018
US,1994,717986
US,1993,731785
US,1992,780933
US,1991,754942
US,1990,737710
US,1989,620150
US,1988,621200
US,1987,539260
US,1986,528e3
US,1985,685660
US,1984,783790
US,1983,648170
US,1982,904680
US,1981,936030
US,1980,810200
US,1979,692427
US,1978,918438
US,1977,868230
US,1976,969174
US,1975,989871
US,1974,904500
US,1973,792e3
US,1972,793371
US,1971,773322
US,1970,864752
US,1969,817950
US,1968,775803
US,1967,892625
US,1966,855017
US,1965,841200
US,1964,1010600
US,1963,1063100
US,1962,105e4
US,1961,935e3
UY,2016,3203
UY,2015,3165
UY,2014,3150
UY,2013,3100
UY,2012,3200
UY,2011,3162
UY,2010,3161
UY,2009,3115
UY,2008,3091
UY,2007,3063
UY,2006,3034
UY,2005,3e3
UY,2004,2994
UY,2003,3e3
UY,2002,2936
UY,2001,2900
UY,2000,2800
UY,1999,2753
UY,1998,2683
UY,1997,2600
UY,1996,2543
UY,1995,2500
UY,1994,2400
UY,1993,2400
UY,1992,2100
UY,1991,1965
UY,1990,1860
UY,1989,1900
UY,1988,1790
UY,1987,1400
UY,1986,1400
UY,1985,1990
UY,1984,1750
UY,1983,1725
UY,1982,1808
UY,1981,1278
UY,1980,1392
UY,1979,1361
UY,1978,1587
UY,1977,1427
UY,1976,1361
UY,1975,794
UY,1974,1021
UY,1973,528
UY,1972,465
UY,1971,402
UY,1970,411
UY,1969,277
UY,1968,219
UY,1967,164
UY,1966,143
UY,1965,160
UY,1964,162
UY,1963,412
UY,1962,331
UY,1961,211
UZ,2016,3989
UZ,2015,7075
UZ,2014,15214
UZ,2013,15014
UZ,2012,8745
UZ,2011,8791
UZ,2010,10400
UZ,2009,11600
UZ,2008,11300
UZ,2007,12300
UZ,2006,7800
UZ,2005,10200
UZ,2004,15e3
UZ,2003,10900
UZ,2002,11200
UZ,2001,23200
UZ,2000,24400
UZ,1999,24900
UZ,1998,33800
UZ,1997,30600
UZ,1996,11600
UZ,1995,17400
UZ,1994,11100
UZ,1993,8500
UZ,1992,8800
VE,2016,1406
VE,2015,3627
VE,2014,5047
VE,2013,4386
VE,2012,3892
VE,2011,3927
VE,2010,4371
VE,2009,4762
VE,2008,5e3
VE,2007,5082
VE,2006,5035
VE,2005,3714
VE,2004,3677
VE,2003,7239
VE,2002,6504
VE,2001,6464
VE,2000,8755
VE,1999,10034
VE,1998,12334
VE,1997,13866
VE,1996,14412
VE,1995,14751
VE,1994,15577
VE,1993,16631
VE,1992,14263
VE,1991,14e3
VE,1990,14550
VE,1989,14908
VE,1988,15301
VE,1987,16247
VE,1986,16715
VE,1985,15457
VE,1984,14807
VE,1983,14969
VE,1982,16270
VE,1981,16637
VE,1980,13131
VE,1979,21675
VE,1978,15486
VE,1977,15294
VE,1976,15299
VE,1975,15771
VE,1974,14347
VE,1973,13433
VE,1972,12537
VE,1971,13755
VE,1970,11912
VE,1969,9501
VE,1968,11425
VE,1967,9737
VE,1966,9749
VE,1965,9046
VE,1964,8352
VE,1963,8817
VE,1962,8376
VE,1961,10360
VN,2016,29215
VN,2015,37767
VN,2014,49246
VN,2013,50604
VN,2012,47407
VN,2011,49395
VN,2010,56530
VN,2009,40062
VN,2008,28800
VN,2007,31900
VN,2006,41900
VN,2005,25900
VN,2004,23400
VN,2003,31800
VN,2002,33200
VN,2001,32e3
VN,2000,27100
VN,1999,35600
VN,1998,33426
VN,1997,27200
VN,1996,23500
VN,1995,27700
VN,1994,21700
VN,1993,20300
VN,1992,27300
