"entry","ego_number","countrycode","year","continent","who_region","who_pac_sea","population","labor","democracy","GL_total","tobac_prod","GDP","womens_rights","number_ngos","perc_female_smoke","perc_male_smoke","diag_inb_fctc","time","who_reg2","GL_any","toa_year_fctc","toa_month_fctc","toa_year_corrupt","toa_month_corrupt","toa_year_pollute","toa_month_pollute","toa_year_picc","toa_month_picc","meanall","meanallart","meanallart50","year_ratification","year_signature","pol_shift_left","pol_shift_right","pol_shift","signature","ratification","no_report","sum_art05","sum_art06","sum_art08","sum_art11","sum_art13","bloomberg_count","bloomberg_amount","bloomberg_fctc_count","bloomberg_fctc_amount","govtown","country_name","Europe","Asia","America","Africa","Pacific","European","Eastern Mediterranean","Americas","African","Western Pacific","South-East Asia","Years since Ratif.","Years since Sign.","tobac_prod_pp","bloomberg_amount_pp","bloomberg_fctc_amount_pp","logPopulation","subscribed"
"KG",91,"KGZ",2010,"Asia","European",0,0.0392236991970073,4.78644276563888,1.68354229993259,26,0.0398554528707233,0.03851453487263,1,1,0.197936156197577,3.72333710274434,4,9,"European",1,5,77,4,69,5,84,10,<NA>,<NA>,<NA>,<NA>,2006,2004,<NA>,<NA>,0,20040218,20060525,1,0,0,0,0,0,0,0,0,0,0,"Kyrgyzstan",0,1,0,0,0,1,0,0,0,0,0,4,6,1.25829516562479,0,0,7.15822564712128,10
"KH",29,"KHM",2012,"Asia","Western Pacific",1,0.107022229368013,5.6107748311241,1.38484935383794,12,0.0644910174884843,0.0461394752708107,1,2,0.428013618463459,3.77840287345748,20,11,"Western Pac",1,4,71,6,93,5,80,10,<NA>,<NA>,<NA>,<NA>,2005,2004,0,0,0,20040525,20051115,0,4,1,2,7,6,1,0.02954973973336,0,0,1,"Cambodia",0,1,0,0,0,0,0,0,0,1,0,5,6,0.746222886962111,0.000695091696237784,0,7.62145999277944,10
"KH",29,"KHM",2010,"Asia","Western Pacific",1,0.101792371609351,5.58943936425198,1.38484935383794,12,0.0589488192443393,0.0415531436420662,1,2,0.428013618463459,3.77840287345748,20,9,"Western Pac",1,4,71,6,93,5,80,10,<NA>,<NA>,<NA>,<NA>,2005,2004,0,0,0,20040525,20051115,0,4,2,2,7,6,0,0,0,0,1,"Cambodia",0,1,0,0,0,0,0,0,0,1,0,5,6,0.717138778356163,0,0,7.59833813705069,10
"KI",89,"KIR",2010,"Pacific","Western Pacific",1,0.000716709623940471,4.91091143407436,3.25846906785399,0,0,0.0777530371840241,1,0,4.47806010770871,5.90542438617455,6,9,"Western Pac",0,4,69,10,<NA>,3,57,10,<NA>,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,<NA>,20040427,20050915,1,0,0,0,0,0,0,0,0,0,0,"Kiribati",0,0,0,0,1,0,0,0,0,1,0,5,6,0,0,0,5.31112905642393,0
"KI",89,"KIR",2012,"Pacific","Western Pacific",1,0.000725637355177147,4.91091143407436,3.25846906785399,0,0,0.0796485416149577,1,0,4.47806010770871,5.90542438617455,6,11,"Western Pac",0,4,69,10,<NA>,3,57,10,<NA>,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,<NA>,20040427,20050915,1,0,0,0,0,0,1,0.343173761864526,1,0.678095049784224,0,"Kiribati",0,0,0,0,1,0,0,0,0,1,0,5,6,0,1.19057532508787,1.19043112933181,5.31684226060414,0
"KM",38,"COM",2010,"Africa","African",0,0.00529004074689351,3.38614332197283,2.498159722272,0,0,0.0413852193808373,0,0,0.979035661318457,1.99180769174967,9,9,"African",0,5,73,10,<NA>,6,86,10,<NA>,<NA>,<NA>,<NA>,2006,2004,<NA>,<NA>,1,20040227,20060124,0,1,2,1,2,1,0,0,0,0,0,"Comoros",0,0,0,1,0,0,0,0,1,0,0,4,6,0,0,0,6.23362865243693,0
"KM",38,"COM",2012,"Africa","African",0,0.0051658660850879,3.40874909268252,2.498159722272,0,0,0.0416368946623643,0,0,0.979035661318457,1.99180769174967,9,11,"African",0,5,73,10,<NA>,6,86,10,<NA>,<NA>,<NA>,<NA>,2006,2004,<NA>,<NA>,1,20040227,20060124,0,7,3,5,11,10,0,0,0,0,0,"Comoros",0,0,0,1,0,0,0,0,1,0,0,4,6,0,0,0,6.22266653272558,0
"KN",142,"KNA",2010,"America","Americas",0,0.00037728304214864,4.91091143407436,3.25846906785399,0,0,0.737903868563233,0,0,0.247532710737722,1.03351164663767,1,9,"Americas",0,10,<NA>,10,<NA>,3,53,10,<NA>,<NA>,<NA>,<NA>,2011,2004,<NA>,<NA>,<NA>,20040629,20110621,0,0,0,0,0,0,0,0,0,0,0,"Saint Kitts and Nevis",0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,5.01499522525459,0
"KN",142,"KNA",2012,"America","Americas",0,0.000385793185956505,4.91091143407436,3.25846906785399,0,0,0.724172466153423,1,0,0.247532710737722,1.03351164663767,1,11,"Americas",0,10,<NA>,10,<NA>,3,53,10,<NA>,<NA>,<NA>,<NA>,2011,2004,<NA>,<NA>,<NA>,20040629,20110621,0,1,1,1,0,0,0,0,0,0,0,"Saint Kitts and Nevis",0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,5.02528935935635,0
"KP",46,"PRK",2010,"Asia","South-East Asia",1,0.175287571885948,5.35109691651434,0,0,0.287670291292756,0.222072287554458,1,0,0.801313042925731,2.60773555246393,39,9,"South-east Asia",0,4,64,10,<NA>,1,32,10,<NA>,<NA>,<NA>,<NA>,2005,2003,0,0,0,20030617,20050427,1,0,0,0,0,0,0,0,0,0,0,"Korea (the Democratic People's Republic of)",0,1,0,0,0,0,0,0,0,0,1,5,7,2.03229719333596,0,0,7.84916068861326,0
"KP",46,"PRK",2012,"Asia","South-East Asia",1,0.17828958631233,5.37130807531325,0,0,0.322455122040816,0.222072287554458,1,0,0.801313042925731,2.60773555246393,39,11,"South-east Asia",0,4,64,10,<NA>,1,32,10,<NA>,<NA>,<NA>,<NA>,2005,2003,0,0,0,20030617,20050427,0,4,1,4,6,1,0,0,0,0,0,"Korea (the Democratic People's Republic of)",0,1,0,0,0,0,0,0,0,0,1,5,7,2.2396834046493,0,0,7.85699754431884,0
"KR",137,"KOR",2012,"Asia","Western Pacific",1,0.360021137006645,4.65921417246808,2.95977627713525,41,0.145104797998688,1.60007349917794,1,1,0.689428174044009,4.10096285306851,406,11,"Western Pac",1,4,65,7,99,6,85,5,82,<NA>,<NA>,<NA>,2005,2003,1,0,1,20030721,20050516,0,5,6,7,5,7,0,0,0,0,1,"Korea (the Republic of)",0,1,0,0,0,0,0,0,0,1,0,5,7,0.499110956049733,0,0,8.18131919359956,12
"KR",137,"KOR",2010,"Asia","Western Pacific",1,0.355741290648531,4.62871109755573,2.95977627713525,37,0.13398414239262,1.52681006970846,1,1,0.689428174044009,4.10096285306851,406,9,"Western Pac",1,4,65,7,99,6,85,5,82,<NA>,<NA>,<NA>,2005,2003,1,0,1,20030721,20050516,0,5,6,2,5,8,0,0,0,0,1,"Korea (the Republic of)",0,1,0,0,0,0,0,0,0,1,0,5,7,0.466404201278599,0,0,8.17580010586802,12
"KW",90,"KWT",2010,"Asia","Eastern Mediterranean",0,0.019703877228074,2.67930440121835,0.923232876662643,1,0,1.96487997885314,0,0,0.37000713377899,2.92181505644724,1,9,"Eastern Med",1,5,77,6,86,5,78,10,<NA>,<NA>,<NA>,<NA>,2006,2003,<NA>,<NA>,0,20030616,20060512,0,4,2,4,3,4,0,0,0,0,0,"Kuwait",0,1,0,0,0,0,1,0,0,0,0,4,7,0,0,0,6.84049789041269,0
"KW",90,"KWT",2012,"Asia","Eastern Mediterranean",0,0.0234028666724932,2.66489882701793,0.787463306272743,1,0,2.15857020904206,0,0,0.37000713377899,2.92181505644724,1,11,"Eastern Med",1,5,77,6,86,5,78,10,<NA>,<NA>,<NA>,<NA>,2006,2003,<NA>,<NA>,0,20030616,20060512,0,4,2,4,3,4,0,0,0,0,0,"Kuwait",0,1,0,0,0,0,1,0,0,0,0,4,7,0,0,0,6.91989598580217,0
"KZ",87,"KAZ",2010,"Asia","European",0,0.11752412841543,5.53642344316554,0.733155540267147,13,0.012938505932173,0.324965938875002,1,0,0.895161882421703,3.34538883335004,4,9,"European",1,6,85,7,102,6,95,10,<NA>,<NA>,<NA>,<NA>,2007,2004,<NA>,<NA>,0,20040621,20070122,1,0,0,0,0,0,0,0,0,0,0,"Kazakhstan",0,1,0,0,0,1,0,0,0,0,0,3,6,0.136332820505038,0,0,7.66465978126538,1
"KZ",87,"KAZ",2012,"Asia","European",0,0.120894620549039,5.5435583296519,0.733155540267147,13,0.0120920623810342,0.356541655775036,1,0,0.895161882421703,3.34538883335004,4,11,"European",1,6,85,7,102,6,95,10,<NA>,<NA>,<NA>,<NA>,2007,2004,<NA>,<NA>,0,20040621,20070122,0,3,1,4,10,2,0,0,0,0,0,"Kazakhstan",0,1,0,0,0,1,0,0,0,0,0,3,6,0.12386161315975,0,0,7.67770900530256,1
"LA",92,"LAO",2012,"Asia","Western Pacific",1,0.0478485139527799,5.61599766354284,0.380154711634973,5,0.163645978933505,0.0484955934632852,1,0,0.398042764678958,4.27326953837782,14,11,"Western Pac",1,5,81,8,117,5,78,10,<NA>,<NA>,<NA>,<NA>,2006,2004,0,0,0,20040629,20060906,0,5,2,1,6,11,0,0,0,0,1,"Lao People's Democratic Republic",0,1,0,0,0,0,0,0,0,1,0,4,6,4.23526133581132,0,0,7.24995313194336,0
"LA",92,"LAO",2010,"Asia","Western Pacific",1,0.0446450927896121,5.57978667383632,0.380154711634973,5,0.0983326910509534,0.0431779561021683,1,0,0.398042764678958,4.27326953837782,14,9,"Western Pac",1,5,81,8,117,5,78,10,<NA>,<NA>,<NA>,<NA>,2006,2004,0,0,0,20040629,20060906,1,0,0,0,0,0,2,1.41106098162546,0,0,1,"Lao People's Democratic Republic",0,1,0,0,0,0,0,0,0,1,0,4,6,2.72751736386419,0.0795672753836188,0,7.217973099242,0
"LB",94,"LBN",2012,"Asia","Eastern Mediterranean",0,0.0318582345293503,2.64544924629292,2.06369697272358,27,0.0423222294545322,0.497468357697496,0,6,3.20488261439466,3.85737945326436,10,11,"Eastern Med",1,4,72,8,112,2,37,10,<NA>,<NA>,<NA>,<NA>,2005,2004,0,1,1,20040304,20051207,0,5,1,4,3,2,1,0.500598347040012,0,0,1,"Lebanon",0,1,0,0,0,0,1,0,0,0,0,5,6,1.64509189156998,0.0395576186973987,0,7.06224020429318,18
"LB",94,"LBN",2010,"Asia","Eastern Mediterranean",0,0.0304377820911123,2.86336904511834,2.19946662080144,27,0.040306890255102,0.486405144899448,0,6,3.20488261439466,3.85737945326436,10,9,"Eastern Med",1,4,72,8,112,2,37,10,<NA>,<NA>,<NA>,<NA>,2005,2004,0,1,1,20040304,20051207,0,5,1,2,2,2,0,0,0,0,1,"Lebanon",0,1,0,0,0,0,1,0,0,0,0,5,6,1.63987074719429,0,0,7.04119057063113,18
"LC",143,"LCA",2010,"America","Americas",0,0.00125276228643684,5.2959543370593,3.25846906785399,1,0,0.401974394563553,1,1,1.2647499539432,2.30632879632799,5,9,"Americas",1,4,71,10,<NA>,1,34,10,<NA>,<NA>,<NA>,<NA>,2005,2004,1,0,1,20040629,20051107,0,0,0,0,0,0,0,0,0,0,0,"Saint Lucia",0,0,1,0,0,0,0,1,0,0,0,5,6,0,0,0,5.56884769293036,0
"LC",143,"LCA",2012,"America","Americas",0,0.00130222479740133,5.20972393510032,3.25846906785399,1,0,0.392773988490228,1,1,1.2647499539432,2.30632879632799,5,11,"Americas",1,4,71,10,<NA>,1,34,10,<NA>,<NA>,<NA>,<NA>,2005,2004,0,0,0,20040629,20051107,0,4,1,4,0,0,0,0,0,0,0,"Saint Lucia",0,0,1,0,0,0,0,1,0,0,0,5,6,0,0,0,5.58671851598057,0
"LK",160,"LKA",2012,"Asia","South-East Asia",1,0.146357194015449,3.68738678503554,1.81931179263453,10,0.0145911056749893,0.129294145361809,1,4,0.104393567907123,2.23316659792816,45,11,"South-east Asia",1,2,47,3,51,4,72,10,<NA>,<NA>,<NA>,<NA>,2003,2003,1,0,1,20030923,20031111,0,4,0,1,2,1,0,0,0,0,0,"Sri Lanka",0,1,0,0,0,0,0,0,0,0,1,7,7,0.12345749414492,0,0,7.76591615012105,38
"LK",160,"LKA",2010,"Asia","South-East Asia",1,0.148697123573449,3.6122789846535,1.81931179263453,10,0.0169288969715721,0.110554558955233,1,4,0.104393567907123,2.23316659792816,45,9,"South-east Asia",1,2,47,3,51,4,72,10,<NA>,<NA>,<NA>,<NA>,2003,2003,1,0,1,20030923,20031111,0,0,0,0,0,0,1,0.314135660734323,0,0,0,"Sri Lanka",0,1,0,0,0,0,0,0,0,0,1,7,7,0.140983868715992,0.00531835234853424,0,7.773236178331,38
"LR",96,"LBR",2010,"Africa","African",0,0.0287568126955615,5.34685074290309,2.25377454218295,0,0,0.016658659607659,1,2,0.801313042925731,1.20065834395307,3,9,"African",0,8,117,4,69,1,29,4,69,<NA>,<NA>,<NA>,2009,2004,0,0,0,20040625,20090915,1,0,0,0,0,0,0,0,0,0,0,"Liberia",0,0,0,1,0,0,0,0,1,0,0,1,6,0,0,0,7.01497270244867,0
"LR",96,"LBR",2012,"Africa","African",0,0.0301702237457757,5.3290968878192,2.25377454218295,0,0,0.0189295482626187,1,2,0.801313042925731,1.20065834395307,3,11,"African",0,8,117,4,69,1,29,4,69,<NA>,<NA>,<NA>,2009,2004,0,0,0,20040625,20090915,1,0,0,0,0,0,0,0,0,0,0,"Liberia",0,0,0,1,0,0,0,0,1,0,0,1,6,0,0,0,7.03711588443137,0
"LS",95,"LSO",2010,"Africa","African",0,0.0156330189785142,5.15646229361945,2.55246733290168,0,0,0.0597960160419274,1,0,0.801313042925731,2.60773555246393,59,9,"African",0,4,61,4,69,1,25,4,69,<NA>,<NA>,<NA>,2005,2004,0,0,0,20040623,20050114,0,3,3,2,0,0,0,0,0,0,0,"Lesotho",0,0,0,1,0,0,0,0,1,0,0,5,6,0,0,0,6.73369259531969,0
"LS",95,"LSO",2012,"Africa","African",0,0.0147706793386671,5.14090351935184,2.68823698097954,0,0,0.0641356408749541,1,0,0.801313042925731,2.60773555246393,59,11,"African",0,4,61,4,69,1,25,4,69,<NA>,<NA>,<NA>,2005,2004,0,0,0,20040623,20050114,0,3,3,4,0,0,0,0,0,0,0,"Lesotho",0,0,0,1,0,0,0,0,1,0,0,5,6,0,0,0,6.70750646806705,0
"LT",99,"LTU",2012,"Europe","European",0,0.0215113180162889,5.66059049164972,3.25846906785399,7,0,0.694107311183322,1,3,2.292211262017,4.14445408983774,43,11,"European",1,3,60,5,84,5,84,3,60,<NA>,<NA>,<NA>,2004,2003,<NA>,<NA>,1,20030922,20041216,0,3,2,4,7,11,0,0,0,0,0,"Lithuania",1,0,0,0,0,1,0,0,0,0,0,6,7,0,0,0,6.88100098392012,6
"LT",99,"LTU",2010,"Europe","European",0,0.0236643915994617,5.64402349407402,3.25846906785399,6,0,0.609128397810222,1,3,2.292211262017,4.14445408983774,43,9,"European",1,3,60,5,84,5,84,3,60,<NA>,<NA>,<NA>,2004,2003,<NA>,<NA>,1,20030922,20041216,0,3,4,2,7,11,0,0,0,0,0,"Lithuania",1,0,0,0,0,1,0,0,0,0,0,6,7,0,0,0,6.92502461733958,6
"LU",100,"LUX",2012,"Europe","European",0,0.0038226961203132,4.98451329041722,3.25846906785399,9,0,5.47802832626431,1,0,0.801313042925731,2.60773555246393,34,11,"European",1,4,66,6,95,2,38,5,73,<NA>,<NA>,<NA>,2005,2003,0,0,0,20030616,20050630,0,2,2,4,7,10,0,0,0,0,0,"Luxembourg",1,0,0,0,0,1,0,0,0,0,0,5,7,0,0,0,6.08370076138596,11
"LU",100,"LUX",2010,"Europe","European",0,0.00364995172066676,4.86395126281678,3.25846906785399,8,0,5.60053709815235,1,0,0.801313042925731,2.60773555246393,34,9,"European",1,4,66,6,95,2,38,5,73,<NA>,<NA>,<NA>,2005,2003,0,0,0,20030616,20050630,0,3,3,1,8,10,0,0,0,0,0,"Luxembourg",1,0,0,0,0,1,0,0,0,0,0,5,7,0,0,0,6.06236001130354,11
"LV",93,"LVA",2010,"Europe","European",0,0.0161203723070712,5.6130531598496,2.82400631830557,2,0,0.507481568323066,1,0,2.32589493721488,4.16609362894117,61,9,"European",1,4,62,5,73,3,58,3,60,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,1,20040510,20050210,0,1,5,2,8,13,0,0,0,0,0,"Latvia",1,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,6.74786001524793,0
"LV",93,"LVA",2012,"Europe","European",0,0.0146466558723098,5.60530372687421,2.82400631830557,2,0,0.578538473768895,1,0,2.32589493721488,4.16609362894117,61,11,"European",1,4,62,5,73,3,58,3,60,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,1,20040510,20050210,0,4,5,4,8,5,0,0,0,0,0,"Latvia",1,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,6.70361506739373,0
"LY",97,"LBY",2010,"Africa","Eastern Mediterranean",0,0.0457554289636909,3.14024998025348,0.244385180089049,1,0.00604604354708666,0.624777127039666,1,1,0.104393567907123,3.92091888135548,0,9,"Eastern Med",1,4,66,4,66,4,66,10,<NA>,<NA>,<NA>,<NA>,2005,2004,0,0,0,20040618,20050607,0,0,0,0,0,0,0,0,0,0,1,"Libya",0,0,0,1,0,0,1,0,0,0,0,5,6,0.163633405545524,0,0,7.22931036253948,0
"LY",97,"LBY",2012,"Africa","Eastern Mediterranean",0,0.0443119516186022,3.16962937598364,1.49346488584913,1,0.00544142671224272,0.475524883801315,0,1,0.104393567907123,3.92091888135548,0,11,"Eastern Med",1,4,66,4,66,4,66,10,<NA>,<NA>,<NA>,<NA>,2005,2004,0,0,0,20040618,20050607,0,6,0,5,6,7,0,0,0,0,1,"Libya",0,0,0,1,0,0,1,0,0,0,0,5,6,0.152067090170117,0,0,7.21451646972873,0
"MD",138,"MDA",2012,"Europe","European",0,0.0256277652934217,5.52839807836369,2.55246733290168,5,0.0115035906400045,0.0716158352430608,1,0,0.54519987255166,3.57740340751241,9,11,"European",1,8,110,6,93,3,52,10,<NA>,<NA>,<NA>,<NA>,2009,2004,<NA>,<NA>,1,20040629,20090203,0,4,5,4,6,9,0,0,0,0,1,"Moldova, Republic of",1,0,0,0,0,1,0,0,0,0,0,1,6,0.555860751516886,0,0,6.96180852121916,4
"MD",138,"MDA",2010,"Europe","European",0,0.0256460743422402,5.51754861615767,2.55246733290168,5,0.0306735331466265,0.0674818591657237,1,0,0.54519987255166,3.57740340751241,9,9,"European",1,8,110,6,93,3,52,10,<NA>,<NA>,<NA>,<NA>,2009,2004,<NA>,<NA>,1,20040629,20090203,1,0,0,0,0,0,0,0,0,0,1,"Moldova, Republic of",1,0,0,0,0,1,0,0,0,0,0,1,6,1.48110632256002,0,0,6.96213811028908,4
"MG",101,"MDG",2010,"Africa","African",0,0.149135007191258,5.48584091448263,1.35769539314719,0,0.00627577379959039,0.0188827193177676,1,0,0.801313042925731,2.60773555246393,109,9,"African",0,3,57,3,57,4,71,10,<NA>,<NA>,<NA>,<NA>,2004,2003,0,0,0,20030924,20040922,0,4,6,2,7,9,1,0.336459810398607,0,0,0,"Madagascar",0,0,0,1,0,0,0,0,1,0,0,6,7,0.0521111925113355,0.00567957750078571,0,7.77459321099849,0
"MG",101,"MDG",2012,"Africa","African",0,0.160511348714174,5.5421172667649,1.35769539314719,0,0.00644909631195781,0.0186622218346901,1,0,0.801313042925731,2.60773555246393,109,11,"African",0,3,57,3,57,4,71,10,<NA>,<NA>,<NA>,<NA>,2004,2003,0,0,0,20030924,20040922,0,5,5,3,6,9,0,0,0,0,0,"Madagascar",0,0,0,1,0,0,0,0,1,0,0,6,7,0.0497549676581497,0,0,7.80851939460552,0
"MH",107,"MHL",2010,"Pacific","Western Pacific",1,0.000389061887554449,4.91091143407436,3.25846906785399,0,0,0.195128243036073,1,1,0.734641947658035,2.9732046805913,5,9,"Western Pac",0,3,60,10,<NA>,2,37,10,<NA>,<NA>,<NA>,<NA>,2004,2003,<NA>,<NA>,<NA>,20030616,20041208,0,5,3,2,0,13,0,0,0,0,0,"Marshall Islands",0,0,0,0,1,0,0,0,0,1,0,6,7,0,0,0,5.02918303894945,0
"MH",107,"MHL",2012,"Pacific","Western Pacific",1,0.000378384608986714,4.91091143407436,3.25846906785399,0,0,0.20389475556044,1,1,0.734641947658035,2.9732046805913,5,11,"Western Pac",0,3,60,10,<NA>,2,37,10,<NA>,<NA>,<NA>,<NA>,2004,2003,<NA>,<NA>,<NA>,20030616,20041208,0,6,3,7,3,6,1,0.343173761864526,1,0.678095049784224,0,"Marshall Islands",0,0,0,0,1,0,0,0,0,1,0,6,7,0,2.28319521861489,2.28291869091115,5.01634072360678,0
"MK",169,"MKD",2012,"Europe","European",0,0.0151596836279555,4.38119469905868,2.63392905959803,1,0.110170828398416,0.238422123719558,1,0,0.801313042925731,2.60773555246393,9,11,"European",1,5,78,6,88,3,53,4,70,<NA>,<NA>,<NA>,2006,2006,<NA>,<NA>,1,<NA>,20060630,1,0,0,0,0,0,0,0,0,0,0,"Macedonia, the former Yugoslav Republic of",1,0,0,0,0,1,0,0,0,0,0,4,4,8.99952953232279,0,0,6.71950338640393,0
"MK",169,"MKD",2010,"Europe","European",0,0.0148356069840641,4.32300418967924,2.63392905959803,0,0.122049258047968,0.233231646028166,1,0,0.801313042925731,2.60773555246393,9,9,"European",0,5,78,6,88,3,53,4,70,<NA>,<NA>,<NA>,2006,2006,<NA>,<NA>,1,<NA>,20060630,1,0,0,0,0,0,0,0,0,0,0,"Macedonia, the former Yugoslav Republic of",1,0,0,0,0,1,0,0,0,0,0,4,4,10.1876297580189,0,0,6.70953064865346,0
"ML",105,"MLI",2010,"Africa","African",0,0.110659293476653,3.97686396477743,2.60677525428319,1,0.0050262777924947,0.0342272027423235,1,2,0.230214540449831,2.36572415563966,8,9,"African",1,4,70,7,100,2,45,3,55,<NA>,<NA>,<NA>,2005,2003,<NA>,<NA>,0,20030923,20051019,1,0,0,0,0,0,0,0,0,0,0,"Mali",0,0,0,1,0,0,0,0,1,0,0,5,7,0.0562473315676245,0,0,7.63688312734059,0
"ML",105,"MLI",2012,"Africa","African",0,0.106942498968243,4.31473493846821,1.08615633005534,1,0.00544142671224272,0.0329726385700056,1,2,0.230214540449831,2.36572415563966,8,11,"African",1,4,70,7,100,2,45,3,55,<NA>,<NA>,<NA>,2005,2003,<NA>,<NA>,0,20030923,20051019,0,5,2,4,6,8,0,0,0,0,0,"Mali",0,0,0,1,0,0,0,0,1,0,0,5,7,0.0630094640335724,0,0,7.62111605125202,0
"MM",116,"MMR",2010,"Asia","South-East Asia",1,0.345323290675389,5.48361996169456,0.325846906785399,2,0.115096334967923,0.222072287554458,0,0,0.839458784125527,3.34395636664434,35,9,"South-east Asia",1,3,52,10,<NA>,3,52,10,<NA>,<NA>,<NA>,<NA>,2004,2003,0,0,0,20031023,20040421,1,0,0,0,0,0,0,0,0,0,0,"Myanmar",0,1,0,0,0,0,0,0,0,0,1,6,7,0.412742274584621,0,0,8.16208304275067,0
"MM",116,"MMR",2012,"Asia","South-East Asia",1,0.380129253265376,5.58483930547252,0.977540720356196,2,0.11688999483776,0.222072287554458,0,0,0.839458784125527,3.34395636664434,35,11,"South-east Asia",1,3,52,10,<NA>,3,52,10,<NA>,<NA>,<NA>,<NA>,2004,2003,0,0,0,20031023,20040421,1,0,0,0,0,0,0,0,0,0,0,"Myanmar",0,1,0,0,0,0,0,0,0,0,1,6,7,0.380793368340968,0,0,8.20640113434971,0
"MN",113,"MNG",2012,"Asia","Western Pacific",1,0.0201340786771497,5.12729531396336,3.12269973052795,8,0,0.112011661234132,1,1,0.617013359755012,4.00753602355785,91,11,"Western Pac",1,3,49,5,73,3,52,10,<NA>,<NA>,<NA>,<NA>,2004,2003,0,0,0,20030616,20040127,0,6,4,4,10,7,0,0,0,0,0,"Mongolia",0,1,0,0,0,0,0,0,0,1,0,6,7,0,0,0,6.8504655809291,0
"MN",113,"MNG",2010,"Asia","Western Pacific",1,0.019842609851622,5.20323800811004,2.98692977169827,8,0,0.0874196084535776,0,1,0.617013359755012,4.00753602355785,91,9,"Western Pac",1,3,49,5,73,3,52,10,<NA>,<NA>,<NA>,<NA>,2004,2003,0,0,0,20030616,20040127,0,6,3,2,10,7,0,0,0,0,0,"Mongolia",0,1,0,0,0,0,0,0,0,1,0,6,7,0,0,0,6.8437358789739,0
"MR",108,"MRT",2010,"Africa","African",0,0.0249096157128302,2.9735130734817,1.05900244705255,3,0,0.0424497490233366,1,0,0.425057209776072,2.44466981547669,6,9,"African",1,4,70,5,82,4,67,10,<NA>,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,0,20040624,20051028,0,0,0,0,0,0,0,0,0,0,0,"Mauritania",0,0,0,1,0,0,0,0,1,0,0,5,6,0,0,0,6.9486915291771,0
"MR",108,"MRT",2012,"Africa","African",0,0.0273313924068773,2.97738886502555,1.05900244705255,3,0,0.0448964843630298,1,0,0.425057209776072,2.44466981547669,6,11,"African",1,4,70,5,82,4,67,10,<NA>,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,0,20040624,20051028,0,3,0,2,0,0,0,0,0,0,0,"Mauritania",0,0,0,1,0,0,0,0,1,0,0,5,6,0,0,0,6.99151055503096,0
"MT",106,"MLT",2010,"Europe","European",0,0.00299507383532353,3.88383061645416,3.25846906785399,4,0,1.11242399630859,1,0,2.20659821421524,2.50414080979154,56,9,"European",1,2,45,7,100,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,2003,2003,0,0,0,20030616,20030924,0,5,3,2,9,13,0,0,0,0,0,"Malta",1,0,0,0,0,1,0,0,0,0,0,7,7,0,0,0,5.97110042844332,6
"MT",106,"MLT",2012,"Europe","European",0,0.00301998508538716,4.10243792658076,3.25846906785399,4,0,1.12695610457004,1,0,2.20659821421524,2.50414080979154,56,11,"European",1,2,45,7,100,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,2003,2003,0,0,0,20030616,20030924,0,5,3,4,8,13,0,0,0,0,0,"Malta",1,0,0,0,0,1,0,0,0,0,0,7,7,0,0,0,5.97492304695781,6
"MU",109,"MUS",2012,"Africa","African",0,0.00929612254650459,4.23464299840074,3.12269973052795,3,0.000987525997213039,0.446183877899487,1,2,0.16743538291885,2.53699589406076,61,11,"African",1,3,53,3,60,3,55,10,<NA>,<NA>,<NA>,<NA>,2004,2003,0,0,0,20030617,20040517,0,5,5,4,11,6,0,0,0,0,0,"Mauritius",0,0,0,1,0,0,0,0,1,0,0,6,7,0.131549749898942,0,0,6.49380985199459,24
"MU",109,"MUS",2010,"Africa","African",0,0.00922237516661969,4.22076613322882,3.12269973052795,2,0.00124952164697759,0.419447570931083,1,2,0.16743538291885,2.53699589406076,61,9,"African",1,3,53,3,60,3,55,10,<NA>,<NA>,<NA>,<NA>,2004,2003,0,0,0,20030617,20040517,0,4,2,2,11,14,1,0.452469512996089,1,0.894058261546371,0,"Mauritius",0,0,0,1,0,0,0,0,1,0,0,6,7,0.167781598762678,0.123511947759086,0.123496988689875,6.49013410188105,24
"MV",104,"MDV",2012,"Asia","South-East Asia",1,0.00243670904451872,4.71448315229483,1.44967202938267,3,0,0.332469160619874,1,0,1.19883385270762,3.61152129506303,9,11,"South-east Asia",1,3,53,6,87,5,82,10,<NA>,<NA>,<NA>,<NA>,2004,2004,<NA>,<NA>,1,20040517,20040520,1,0,0,0,0,0,0,0,0,0,0,"Maldives",0,1,0,0,0,0,0,0,0,0,1,6,6,0,0,0,5.87588326443091,0
